toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source,toxin_type_encoded,binding_type_encoded,binding_site_encoded
Phospholipase A2,Specific,-0.02614783661990057,Calcium Binding Loop,SYN_TOX_PLA2_99,SYN_MAB_112_H,synthetic,3,4,3
Snake Venom Serine Protease,Linear,-0.30569016137277705,CDR-H3,Q9PT51.1,6IOM_B,real,5,2,2
Phospholipase A2,Mixed,-0.3337889016552315,Multiple CDRs,XCA51265.1,9CLP_L,real,3,3,14
Snake Venom Metalloproteinase,Conformational,-0.3602819996358316,Multiple CDRs,Q698K8.3,P13987.1,real,4,1,14
Snake Venom Metalloproteinase,Conformational,-0.09101578561482426,CDR-H3,Q2EI26.1,8SXP_L,real,4,1,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,0.5470664651421722,Multiple epitopes,SYN_TOX_KSPI_68,SYN_MAB_43_H,synthetic,2,0,15
Three-Finger Toxin,Broad-spectrum,4.975427933657009,Multiple epitopes,SYN_TOX_3FTx_45,SYN_MAB_12_H,synthetic,6,0,15
Disintegrin,Mixed,-0.27405900802624245,CDR-H3,ABD34834.1,9CU5_K,real,1,3,2
Cysteine-Rich Secretory Protein,Linear,-0.06661002262663517,Multiple CDRs,XP_026568632.1,9CU5_E,real,0,2,14
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,1.2904788509008267,Multiple epitopes,SYN_TOX_KSPI_61,SYN_MAB_33_H,synthetic,2,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.1650358957303188,CDR-H3,XP_026568632.1,1CDQ_A,real,0,1,2
Snake Venom Serine Protease,Conformational,-0.21384742170669696,CDR-H3,B0FXM2.1,P13987.1,real,5,1,2
Phospholipase A2,Specific,-0.2621772549925188,Hydrophobic Channel,SYN_TOX_PLA2_197,SYN_MAB_50_H,synthetic,3,4,9
Snake Venom Serine Protease,Mixed,-0.21577419246892243,CDR-H3,P18965.2,8SXP_L,real,5,3,2
Snake Venom Metalloproteinase,Linear,-0.39335823105403517,CDR-H3,P82942.1,4V1D_A,real,4,2,2
Snake Venom Serine Protease,Conformational,-0.4012258783331224,Multiple CDRs,B0ZT25.1,1CDS_A,real,5,1,14
Snake Venom Metalloproteinase,Broad-spectrum,4.659116400191663,Multiple epitopes,SYN_TOX_SVMP_65,SYN_MAB_75_H,synthetic,4,0,15
Cysteine-Rich Secretory Protein,Mixed,-0.4229020494081588,CDR-H3,XP_070588618.1,9CLP_C,real,0,3,2
Snake Venom Metalloproteinase,Mixed,-0.3962483871973733,Multiple CDRs,Q9W7S2.1,4V1D_E,real,4,3,14
Snake Venom Metalloproteinase,Broad-spectrum,2.6745425150994455,Multiple epitopes,SYN_TOX_SVMP_9,SYN_MAB_109_H,synthetic,4,0,15
Snake Venom Serine Protease,Linear,-0.12104129665950422,CDR-H3,Q6T5L0.2,9CU6_G,real,5,2,2
Phospholipase A2,Linear,-0.3175719144065006,Multiple CDRs,XCA51213.1,6IOM_B,real,3,2,14
Cysteine-Rich Secretory Protein,Mixed,-0.3493636319832206,CDR-H3,XP_026549114.1,6IOM_B,real,0,3,2
Snake Venom Metalloproteinase,Mixed,-0.39721177257848606,CDR-H3,Q5XUW8.1,1CDQ_A,real,4,3,2
Snake Venom Metalloproteinase,Mixed,-0.2785548064714351,Multiple CDRs,Q2EI26.1,1CDS_A,real,4,3,14
Cysteine-Rich Secretory Protein,Linear,-0.06275648110218422,CDR-H3,XP_039190748.1,6ION_A,real,0,2,2
Snake Venom Serine Protease,Mixed,-0.19554309946555515,Multiple CDRs,O93421.2,8SXP_H,real,5,3,14
Disintegrin,Broad-spectrum,3.6009981232695183,Multiple epitopes,SYN_TOX_DIS_132,SYN_MAB_18_H,synthetic,1,0,15
Snake Venom Metalloproteinase,Conformational,-0.07929459681128606,Multiple CDRs,C0L2T8.1,9CLP_L,real,4,1,14
Snake Venom Serine Protease,Mixed,-0.04637892962326787,CDR-H3,P0DJF5.1,9MIB_P,real,5,3,2
Disintegrin,Mixed,-0.3779440649562315,CDR-H3,A43020,9CLP_L,real,1,3,2
Snake Venom Serine Protease,Conformational,-0.3911103318314388,CDR-H3,Q9I8X1.2,8SXP_L,real,5,1,2
Cysteine-Rich Secretory Protein,Linear,-0.1547597849984497,CDR-H3,AAP20603.1,1CDS_A,real,0,2,2
Cysteine-Rich Secretory Protein,Linear,-0.365741183462137,Multiple CDRs,XP_026549114.1,NP_000602.1,real,0,2,14
Snake Venom Metalloproteinase,Mixed,-0.3703975461375152,Multiple CDRs,U3KRG1.1,P00740.2,real,4,3,14
Phospholipase A2,Conformational,-0.39062863914088247,Multiple CDRs,XCA51214.1,1CDQ_A,real,3,1,14
Cysteine-Rich Secretory Protein,Mixed,0.5387171251725286,CDR-H3,XP_032069584.1,6IOM_B,real,0,3,2
Snake Venom Serine Protease,Linear,-0.2547913004039879,Multiple CDRs,P84788.1,9MI0_K,real,5,2,14
Cysteine-Rich Secretory Protein,Specific,-0.1417540823534279,Ion Channel Binding Region,SYN_TOX_CRISP_119,SYN_MAB_48_H,synthetic,0,4,11
Snake Venom Serine Protease,Conformational,-0.08362983102629333,Multiple CDRs,E5L0E3.1,8SXP_L,real,5,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.3853300195447624,Multiple CDRs,XP_070588618.1,4V1D_A,real,0,3,14
Cysteine-Rich Secretory Protein,Specific,-0.09197917099593696,Ion Channel Binding Region,SYN_TOX_CRISP_112,SYN_MAB_4_H,synthetic,0,4,11
Snake Venom Metalloproteinase,Mixed,-0.3670256973036206,Multiple CDRs,O57413.1,9CLP_H,real,4,3,14
Disintegrin,Linear,-0.07158751376238424,CDR-H3,A43020,9CU6_F,real,1,2,2
Snake Venom Metalloproteinase,Linear,-0.3670256973036206,Multiple CDRs,P0DL29.1,P00740.2,real,4,2,14
Disintegrin,Broad-spectrum,4.749032369095518,Multiple epitopes,SYN_TOX_DIS_90,SYN_MAB_117_H,synthetic,1,0,15
Snake Venom Metalloproteinase,Linear,0.768163410107543,Multiple CDRs,F8RKW0.1,1CDR_A,real,4,2,14
Snake Venom Serine Protease,Linear,-0.17483031377163152,CDR-H3,Q6T5L0.2,NP_000602.1,real,5,2,2
Cysteine-Rich Secretory Protein,Linear,-0.3334677731948606,CDR-H3,CAP74089.1,1CDQ_A,real,0,2,2
Snake Venom Serine Protease,Linear,-0.1985938198390788,CDR-H3,P18965.2,9MIB_N,real,5,2,2
Snake Venom Metalloproteinase,Linear,-0.362208770398057,CDR-H3,F8RKW1.1,1CDQ_A,real,4,2,2
Three-Finger Toxin,Specific,-0.37136093151862787,Loop I,SYN_TOX_3FTx_59,SYN_MAB_64_H,synthetic,6,4,12
Snake Venom Serine Protease,Conformational,-0.3618876419376861,CDR-H3,Q6T5L0.2,P13987.1,real,5,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.40299208486516247,CDR-H3,XP_070588618.1,9CLP_H,real,0,1,2
Snake Venom Metalloproteinase,Conformational,-0.38468776262402066,Multiple CDRs,P84035.1,P13987.1,real,4,1,14
Snake Venom Serine Protease,Linear,-0.404597727167017,Multiple CDRs,C0HK19.1,8SXP_L,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.21673757785003514,CDR-H3,E0Y418.1,1CDR_A,real,5,1,2
Cysteine-Rich Secretory Protein,Linear,-0.08138193180369696,Multiple CDRs,KAG8124483.1,9CU5_D,real,0,2,14
Phospholipase A2,Conformational,-0.280963269924217,CDR-H3,XCA51214.1,8SXP_L,real,3,1,2
Snake Venom Serine Protease,Mixed,0.4749731257889031,Multiple CDRs,E0Y420.1,P00740.2,real,5,3,14
Snake Venom Metalloproteinase,Mixed,-0.2091910590313188,Multiple CDRs,P82942.1,9MIB_K,real,4,3,14
Cysteine-Rich Secretory Protein,Specific,0.14083896277297214,Ion Channel Binding Region,SYN_TOX_CRISP_84,SYN_MAB_142_H,synthetic,0,4,11
Phospholipase A2,Conformational,-0.18093175451867877,CDR-H3,XCA51350.1,9CLP_H,real,3,1,2
Snake Venom Metalloproteinase,Linear,-0.332183259353377,Multiple CDRs,O42138.1,Q9HCN6.4,real,4,2,14
Snake Venom Serine Protease,Mixed,-0.2106361371029879,CDR-H3,P0C5B4.2,9CLP_C,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.263301204603817,CDR-H3,J3SDW8.1,9B7R_H,real,4,3,2
Snake Venom Serine Protease,Mixed,-0.2689209526603079,Multiple CDRs,O93421.2,4V1D_E,real,5,3,14
Snake Venom Serine Protease,Conformational,0.25146771737075035,Multiple CDRs,P0DL27.1,6IOM_A,real,5,1,14
Phospholipase A2,Linear,-0.18317965374127515,CDR-H3,AAB36472.1,P00740.2,real,3,2,2
Cysteine-Rich Secretory Protein,Specific,-0.38420606993346423,CAP Domain,SYN_TOX_CRISP_112,SYN_MAB_97_H,synthetic,0,4,1
Cysteine-Rich Secretory Protein,Specific,-0.233275693559137,CAP Domain,SYN_TOX_CRISP_196,SYN_MAB_88_H,synthetic,0,4,1
Phospholipase A2,Specific,-0.011697055903209684,Hydrophobic Channel,SYN_TOX_PLA2_134,SYN_MAB_131_H,synthetic,3,4,9
Disintegrin,Conformational,-0.35963974271508975,CDR-H3,A43020,8SXP_H,real,1,1,2
Phospholipase A2,Linear,-0.33764244317968245,Multiple CDRs,AAB36472.1,8SXP_H,real,3,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.35899748579434787,CDR-H3,AAP20603.1,P00740.2,real,0,1,2
Three-Finger Toxin,Specific,-0.24772647427582786,Central Core,SYN_TOX_3FTx_94,SYN_MAB_143_H,synthetic,6,4,6
Cysteine-Rich Secretory Protein,Conformational,-0.19811212714852242,CDR-H3,XP_026568632.1,4V1D_B,real,0,1,2
Phospholipase A2,Linear,0.613058363748394,CDR-H3,AAB24834.1,9CLP_C,real,3,2,2
Snake Venom Metalloproteinase,Linear,-0.3556256369604534,Multiple CDRs,P84035.1,NP_001265043.1,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.3284902820591115,Multiple CDRs,P17347.3,8SXP_L,real,4,2,14
Phospholipase A2,Conformational,-0.37505390881289336,Multiple CDRs,XCA51265.1,Q9HCN6.4,real,3,1,14
Snake Venom Metalloproteinase,Linear,1.1120919911647866,Multiple CDRs,A2TK72.1,1CDS_A,real,4,2,14
Snake Venom Serine Protease,Linear,-0.22203619744615516,Multiple CDRs,A8QL57.1,8SXP_L,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.404597727167017,Multiple CDRs,E0Y420.1,1CDQ_A,real,5,1,14
Snake Venom Metalloproteinase,Linear,-0.3920737172125516,CDR-H3,P17347.3,9CLP_C,real,4,2,2
Phospholipase A2,Mixed,-0.24772647427582786,Multiple CDRs,AAB26654.1,9CLP_C,real,3,3,14
Cysteine-Rich Secretory Protein,Linear,-0.2783942422412497,CDR-H3,XP_039190751.1,6IOM_A,real,0,2,2
Snake Venom Serine Protease,Linear,-0.030322506604722414,CDR-H3,Q27J47.1,1CDR_A,real,5,2,2
Phospholipase A2,Linear,-0.3079380605953733,CDR-H3,XCA51214.1,4V1D_B,real,3,2,2
Phospholipase A2,Linear,-0.16359081765864972,CDR-H3,AAB24834.1,6IOM_A,real,3,2,2
Snake Venom Metalloproteinase,Linear,-0.3801919641788279,CDR-H3,J3S829.1,1CDS_A,real,4,2,2
Disintegrin,Linear,-0.29942815639554426,Multiple CDRs,P34182.1,6ION_A,real,1,2,14
Three-Finger Toxin,Specific,-0.20758541672946423,Loop II,SYN_TOX_3FTx_45,SYN_MAB_54_H,synthetic,6,4,13
Snake Venom Serine Protease,Mixed,0.1907744383606485,CDR-H3,P0CJ41.1,6ION_A,real,5,3,2
Snake Venom Metalloproteinase,Linear,-0.16888943725476968,Multiple CDRs,Q698K8.3,9MIA_P,real,4,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.3206226347800243,CDR-H3,AAP20603.1,8SXP_H,real,0,1,2
Snake Venom Serine Protease,Conformational,-0.2674758745886388,CDR-H3,B5U6Y3.1,6ION_A,real,5,1,2
Snake Venom Metalloproteinase,Mixed,-0.015390033197475145,Multiple CDRs,Q9PW36.1,8SXP_L,real,4,3,14
Cysteine-Rich Secretory Protein,Conformational,-0.12666104471599515,CDR-H3,KAG8124480.1,NP_000602.1,real,0,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.18430360335257334,CDR-H3,XP_032069593.1,1CDQ_A,real,0,3,2
Snake Venom Metalloproteinase,Mixed,-0.11012292900689331,CDR-H3,P82942.1,P00740.2,real,4,3,2
Cysteine-Rich Secretory Protein,Linear,-0.3973723368086715,CDR-H3,XP_039185515.1,4V1D_A,real,0,2,2
Disintegrin,Mixed,-0.30231831253888247,CDR-H3,ABD34834.1,9CLP_H,real,1,3,2
Phospholipase A2,Linear,-0.35241435235674423,CDR-H3,AAB36472.1,Q9HCN6.4,real,3,2,2
Snake Venom Serine Protease,Mixed,-0.22203619744615516,Multiple CDRs,E0Y419.1,8SXP_H,real,5,3,14
Snake Venom Serine Protease,Mixed,-0.31821417132724245,Multiple CDRs,P81824.2,9MI0_N,real,5,3,14
Snake Venom Metalloproteinase,Conformational,-0.30296056945962424,CDR-H3,F8S108.1,P13987.1,real,4,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.1876754521864679,CDR-H3,XP_070588618.1,4V1D_D,real,0,1,2
Snake Venom Serine Protease,Mixed,-0.11285252092004606,Multiple CDRs,A7LAC7.1,8SXP_H,real,5,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.40652449792924245,Multiple CDRs,BAP39923.1,6IOM_A,real,0,3,14
Snake Venom Metalloproteinase,Mixed,-0.11221026399930427,Multiple CDRs,J9Z332.1,9CU6_K,real,4,3,14
Snake Venom Metalloproteinase,Linear,-0.397532901038857,CDR-H3,J9Z332.1,4V1D_D,real,4,2,2
Snake Venom Metalloproteinase,Mixed,-0.27132941611308975,CDR-H3,U3KRG1.1,4V1D_E,real,4,3,2
Cysteine-Rich Secretory Protein,Mixed,0.10519370367180125,CDR-H3,XP_058038736.1,9CLP_H,real,0,3,2
Snake Venom Metalloproteinase,Conformational,-0.17643595607348608,Multiple CDRs,A2TK72.1,P13987.1,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,-0.3914314602918097,CDR-H3,AAP20603.1,4V1D_E,real,0,2,2
Snake Venom Metalloproteinase,Linear,-0.4142315809781443,Multiple CDRs,J3S829.1,P13987.1,real,4,2,14
Snake Venom Serine Protease,Linear,-0.2547913004039879,CDR-H3,Q2PQJ3.1,4V1D_E,real,5,2,2
Kunitz-type Serine Protease Inhibitor,Specific,-0.0036688443939369548,Inhibitory Loop,SYN_TOX_KSPI_194,SYN_MAB_79_H,synthetic,2,4,10
Cysteine-Rich Secretory Protein,Mixed,-0.3408537277833915,Multiple CDRs,ATU85541.1,P13987.1,real,0,3,14
Disintegrin,Conformational,-0.434623238211697,Multiple CDRs,ABD34834.1,4V1D_B,real,1,1,14
Snake Venom Metalloproteinase,Conformational,-0.28417455452792606,CDR-H3,A8QL49.1,4V1D_E,real,4,1,2
Phospholipase A2,Linear,-0.36831021114510426,CDR-H3,XCA51249.1,6IOM_A,real,3,2,2
Snake Venom Serine Protease,Linear,-0.3764989868845624,Multiple CDRs,Q8UUJ2.2,4V1D_A,real,5,2,14
Phospholipase A2,Mixed,-0.34053259932302066,CDR-H3,XCA51353.1,Q9HCN6.4,real,3,3,2
Snake Venom Serine Protease,Linear,-0.3670256973036206,Multiple CDRs,P84788.1,4V1D_A,real,5,2,14
Cysteine-Rich Secretory Protein,Linear,-0.42001189326482063,Multiple CDRs,AAP20602.1,9CLP_H,real,0,2,14
Snake Venom Serine Protease,Linear,-0.32270996977243516,CDR-H3,P0DJF6.1,9MI0_L,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.25029550195879513,CDR-H3,Q5MCS0.1,NP_000602.1,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.3731271380506679,CDR-H3,A3R0T9.1,9CLP_H,real,4,3,2
Snake Venom Serine Protease,Conformational,-0.3702369819073297,CDR-H3,Q072L6.1,9MIB_N,real,5,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.3212648917007661,Multiple CDRs,XP_070812678.1,8SXP_H,real,0,3,14
Phospholipase A2,Mixed,-0.2687603884301224,Multiple CDRs,XCA51249.1,9MI0_R,real,3,3,14
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,0.7365322567610085,Multiple epitopes,SYN_TOX_KSPI_124,SYN_MAB_43_H,synthetic,2,0,15
Cysteine-Rich Secretory Protein,Broad-spectrum,0.5936300918959541,Multiple epitopes,SYN_TOX_CRISP_161,SYN_MAB_117_H,synthetic,0,0,15
Snake Venom Metalloproteinase,Linear,-0.29380840833905336,CDR-H3,F8S108.1,6ION_A,real,4,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.34631291160969696,CDR-H3,XP_026547764.1,4V1D_B,real,0,1,2
Cysteine-Rich Secretory Protein,Specific,-0.4227414851779734,Ion Channel Binding Region,SYN_TOX_CRISP_91,SYN_MAB_4_H,synthetic,0,4,11
Snake Venom Serine Protease,Conformational,0.17841099263636856,CDR-H3,E0Y419.1,P13987.1,real,5,1,2
Phospholipase A2,Specific,-0.39705120834830065,Calcium Binding Loop,SYN_TOX_PLA2_29,SYN_MAB_62_H,synthetic,3,4,3
Snake Venom Serine Protease,Mixed,-0.17354579993014785,Multiple CDRs,A8QL56.1,Q9HCN6.4,real,5,3,14
Snake Venom Serine Protease,Linear,0.12092899822997576,CDR-H3,P84787.1,9CLP_L,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.28850978874293337,CDR-H3,Q8UUJ1.2,9CU5_F,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.2886703529731188,Multiple CDRs,V5TBK6.1,NP_001265043.1,real,4,3,14
Snake Venom Metalloproteinase,Linear,-0.35096927428507513,CDR-H3,J9Z332.1,9CLP_H,real,4,2,2
Phospholipase A2,Broad-spectrum,1.9632429753778815,Multiple epitopes,SYN_TOX_PLA2_141,SYN_MAB_55_H,synthetic,3,0,15
Phospholipase A2,Mixed,-0.31339724442167877,Multiple CDRs,AAB26654.1,6IOM_A,real,3,3,14
Snake Venom Serine Protease,Linear,-0.3628510273187988,CDR-H3,Q2PQJ3.1,NP_000602.1,real,5,2,2
Phospholipase A2,Specific,-0.12409201703302787,Calcium Binding Loop,SYN_TOX_PLA2_50,SYN_MAB_2_H,synthetic,3,4,3
Snake Venom Metalloproteinase,Mixed,-0.2063009028879806,Multiple CDRs,C0L2T8.1,9MI0_L,real,4,3,14
Snake Venom Metalloproteinase,Conformational,-0.28224778376570064,Multiple CDRs,P14530.3,P13987.1,real,4,1,14
Snake Venom Metalloproteinase,Linear,0.0014692109719975956,CDR-H3,Q5XUW8.1,9CLP_C,real,4,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.34888193929266426,Multiple CDRs,XP_039204466.1,9CLP_L,real,0,1,14
Snake Venom Serine Protease,Linear,-0.2873858391316352,Multiple CDRs,E0Y418.1,1CDS_A,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.24596026774378787,Multiple CDRs,A8QL56.1,P13987.1,real,5,1,14
Snake Venom Metalloproteinase,Linear,-0.2583237134680679,Multiple CDRs,J3SDW8.1,6IOM_B,real,4,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.30215774830869696,Multiple CDRs,XP_015678374.1,NP_000602.1,real,0,1,14
Snake Venom Serine Protease,Mixed,-0.31596627210464606,Multiple CDRs,D8MIA2.1,8SXP_L,real,5,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.2642645899849297,CDR-H3,CAP74088.1,9MI0_K,real,0,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.41680060866111157,Multiple CDRs,XP_013911763.1,9CU6_D,real,0,3,14
Phospholipase A2,Linear,-0.35112983851526064,CDR-H3,XCA51214.1,Q9HCN6.4,real,3,2,2
Snake Venom Serine Protease,Conformational,-0.3790680145675297,Multiple CDRs,Q9YGJ9.1,9MIA_R,real,5,1,14
Snake Venom Metalloproteinase,Linear,-0.376338422654377,CDR-H3,P0DQT6.1,8SXP_H,real,4,2,2
Snake Venom Metalloproteinase,Conformational,-0.20437413212575517,Multiple CDRs,P0DL29.1,P13987.1,real,4,1,14
Phospholipase A2,Conformational,-0.31179160211982426,CDR-H3,AAB20783.1,9CLP_L,real,3,1,2
Snake Venom Metalloproteinase,Conformational,-0.23231230817802426,Multiple CDRs,F8RKW0.1,9MIA_N,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,-0.25430960771343153,Multiple CDRs,AAL54896.1,6IOM_B,real,0,2,14
Snake Venom Serine Protease,Linear,-0.22332071128763878,CDR-H3,C0HLA3.1,9CLP_H,real,5,2,2
Snake Venom Metalloproteinase,Mixed,-0.4002624929520097,Multiple CDRs,C0L2T8.1,Q9HCN6.4,real,4,3,14
Phospholipase A2,Conformational,-0.307456367904817,Multiple CDRs,AAB36471.1,9MIH_L,real,3,1,14
Snake Venom Metalloproteinase,Linear,-0.3299353601307806,Multiple CDRs,P0DM97.1,P13987.1,real,4,2,14
Snake Venom Metalloproteinase,Mixed,-0.13773997659879153,CDR-H3,J3S830.1,P00740.2,real,4,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.2843351187581115,Multiple CDRs,KAG8124481.1,9CLP_C,real,0,1,14
Three-Finger Toxin,Specific,-0.1786838552960824,Loop I,SYN_TOX_3FTx_24,SYN_MAB_136_H,synthetic,6,4,12
Snake Venom Metalloproteinase,Linear,-0.3108282167387115,Multiple CDRs,J3SDW8.1,9CLP_L,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.365741183462137,Multiple CDRs,P0C7A9.1,6IOM_A,real,4,2,14
Snake Venom Serine Protease,Linear,-0.21882491284244607,Multiple CDRs,P18965.2,9MIB_L,real,5,2,14
Snake Venom Serine Protease,Broad-spectrum,3.323222005048682,Multiple epitopes,SYN_TOX_SVSP_46,SYN_MAB_61_H,synthetic,5,0,15
Snake Venom Metalloproteinase,Conformational,-0.3528960450473006,Multiple CDRs,U5PZ28.1,6IOM_A,real,4,1,14
Snake Venom Serine Protease,Broad-spectrum,2.865613949020136,Multiple epitopes,SYN_TOX_SVSP_130,SYN_MAB_43_H,synthetic,5,0,15
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,1.7721715414571904,Multiple epitopes,SYN_TOX_KSPI_194,SYN_MAB_82_H,synthetic,2,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.39383992374459154,CDR-H3,KAG8124478.1,NP_000602.1,real,0,1,2
Cysteine-Rich Secretory Protein,Specific,-0.024542194318046058,CAP Domain,SYN_TOX_CRISP_49,SYN_MAB_124_H,synthetic,0,4,1
Cysteine-Rich Secretory Protein,Conformational,-0.2796787560827333,CDR-H3,XP_039190748.1,4V1D_E,real,0,1,2
Snake Venom Serine Protease,Conformational,-0.3310593097420788,CDR-H3,P0DJ86.1,1CDR_A,real,5,1,2
Phospholipase A2,Conformational,-0.3479185539115516,Multiple CDRs,AAB26654.1,1CDS_A,real,3,1,14
Snake Venom Metalloproteinase,Linear,-0.3336283374250461,CDR-H3,A8QL59.1,6IOM_A,real,4,2,2
Snake Venom Metalloproteinase,Conformational,-0.21465024285762427,CDR-H3,P0C7A9.1,9CU6_F,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.2448363181324897,Multiple CDRs,Q9W7S2.1,6IOM_A,real,4,3,14
Phospholipase A2,Specific,-0.2637828972943733,Enzymatic Site,SYN_TOX_PLA2_85,SYN_MAB_52_H,synthetic,3,4,7
Phospholipase A2,Specific,-0.33924808548153695,Hydrophobic Channel,SYN_TOX_PLA2_169,SYN_MAB_122_H,synthetic,3,4,9
Snake Venom Serine Protease,Specific,-0.0855566017885188,Substrate Binding Site,SYN_TOX_SVSP_158,SYN_MAB_38_H,synthetic,5,4,19
Snake Venom Metalloproteinase,Conformational,-0.17290354300940605,Multiple CDRs,Q90ZI3.1,9CLP_C,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,-0.3583552288736061,CDR-H3,BAP39923.1,NP_000602.1,real,0,2,2
Snake Venom Serine Protease,Mixed,-0.38822017568810063,CDR-H3,B0FXM2.1,4V1D_D,real,5,3,2
Snake Venom Metalloproteinase,Linear,0.7159800352972703,Multiple CDRs,P0DQT6.1,9CLP_L,real,4,2,14
Snake Venom Serine Protease,Conformational,-0.1889599660279515,CDR-H3,Q9YGJ9.1,NP_000602.1,real,5,1,2
Snake Venom Serine Protease,Linear,-0.37232431689974066,CDR-H3,E0Y420.1,6IOM_A,real,5,2,2
Snake Venom Serine Protease,Conformational,-0.3068141109840752,Multiple CDRs,A8QL57.1,9CU5_K,real,5,1,14
Cysteine-Rich Secretory Protein,Conformational,0.00532275249644848,CDR-H3,XP_026547764.1,6IOM_B,real,0,1,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,3.6266884000991904,Multiple epitopes,SYN_TOX_KSPI_180,SYN_MAB_55_H,synthetic,2,0,15
Snake Venom Metalloproteinase,Conformational,-0.04461272309122788,Multiple CDRs,Q0NZX6.1,4V1D_A,real,4,1,14
Snake Venom Serine Protease,Linear,0.049799044257819385,CDR-H3,P0DJF5.1,6IOM_B,real,5,2,2
Snake Venom Metalloproteinase,Conformational,-0.2901154310447879,CDR-H3,P0DM87.1,8SXP_L,real,4,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.07255089914349695,Multiple CDRs,CAP74088.1,6IOM_B,real,0,1,14
Snake Venom Metalloproteinase,Conformational,-0.34968476044359154,CDR-H3,A2TK72.1,9CLP_H,real,4,1,2
Cysteine-Rich Secretory Protein,Specific,-0.39062863914088247,CAP Domain,SYN_TOX_CRISP_175,SYN_MAB_124_H,synthetic,0,4,1
Snake Venom Metalloproteinase,Conformational,0.6707009223849723,CDR-H3,J3SBP9.1,P00740.2,real,4,1,2
Disintegrin,Conformational,-0.2392165700759988,Multiple CDRs,P34182.1,6IOM_B,real,1,1,14
Phospholipase A2,Conformational,-0.2271742528120897,CDR-H3,AAB25792.1,9MIA_H,real,3,1,2
Snake Venom Metalloproteinase,Conformational,-0.16455420303976243,Multiple CDRs,C0HJU2.1,9CU6_G,real,4,1,14
Snake Venom Metalloproteinase,Conformational,0.09716549216252852,Multiple CDRs,Q9W7S2.1,6ION_A,real,4,1,14
Three-Finger Toxin,Specific,-0.21079670133317335,Loop II,SYN_TOX_3FTx_80,SYN_MAB_102_H,synthetic,6,4,13
Cysteine-Rich Secretory Protein,Mixed,-0.24242785467970787,CDR-H3,XP_032069584.1,NP_000602.1,real,0,3,2
Disintegrin,Linear,-0.3334677731948606,Multiple CDRs,ABD34835.1,8SXP_L,real,1,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.23712923508358788,Multiple CDRs,BAP39923.1,8U9Y_N,real,0,1,14
Phospholipase A2,Broad-spectrum,3.692519734475227,Multiple epitopes,SYN_TOX_PLA2_57,SYN_MAB_98_H,synthetic,3,0,15
Phospholipase A2,Specific,-0.36012143540564606,Calcium Binding Loop,SYN_TOX_PLA2_57,SYN_MAB_21_H,synthetic,3,4,3
Snake Venom Metalloproteinase,Linear,-0.3583552288736061,CDR-H3,P0DM87.1,NP_001265042.1,real,4,2,2
Snake Venom Metalloproteinase,Conformational,-0.26731531035845335,CDR-H3,P0C7A9.1,P00740.2,real,4,1,2
Disintegrin,Linear,-0.35225378812655883,Multiple CDRs,A43020,NP_001455.3,real,1,2,14
Three-Finger Toxin,Specific,-0.39062863914088247,Loop II,SYN_TOX_3FTx_192,SYN_MAB_54_H,synthetic,6,4,13
Snake Venom Serine Protease,Linear,-0.39448218066533336,Multiple CDRs,D8MIA1.1,4V1D_D,real,5,2,14
