toxin_id,toxin_type,antibody_id,binding_affinity_nM,neutralization_percentage,binding_type,binding_site,species
KAG8124483.1,Cysteine-Rich Secretory Protein,9CLP_C,10.06,35.1,Conformational,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,NP_000602.1,1.88,81.2,Conformational,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,P13987.1,6.92,44.3,Linear,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,13.85,12.8,Conformational,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,P00740.2,120.28,0.0,Mixed,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,1CDQ_A,27.66,0.0,Mixed,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,6ION_A,8.7,46.2,Mixed,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,6IOM_B,16.96,23.5,Linear,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,6IOM_A,44.25,0.0,Conformational,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,1CDS_A,6.44,59.3,Linear,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,8SXP_H,8.76,34.1,Conformational,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,8SXP_L,5.26,96.6,Mixed,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,4V1D_E,4.0,95.5,Linear,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,4V1D_D,3.65,95.5,Mixed,CDR-H3,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,4V1D_B,42.38,0.0,Mixed,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,4V1D_A,1.01,99.9,Linear,Multiple CDRs,Naja naja
KAG8124483.1,Cysteine-Rich Secretory Protein,1CDR_A,12.35,22.1,Linear,CDR-H3,Naja naja
F8RKW1.1,Snake Venom Metalloproteinase,9MII_L,2.34,89.2,Mixed,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,9MI0_L,24.8,0.0,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,9CU5_D,3.27,84.5,Conformational,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,8U9Y_F,3.03,99.9,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,8U9Y_E,7.37,50.5,Linear,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,9CLP_L,21.08,0.0,Conformational,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,9CLP_H,16.71,7.8,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,9CLP_C,8.98,56.9,Conformational,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,NP_000602.1,15.02,24.5,Linear,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,NP_001265042.1,2.23,98.0,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,P13987.1,7.19,52.6,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,NP_001424713.1,1.28,94.3,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,Q9HCN6.4,26.56,0.0,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,P00740.2,33.77,0.0,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,1CDQ_A,4.67,90.2,Linear,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,6ION_A,4.34,73.1,Mixed,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,6IOM_B,3.14,79.6,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,6IOM_A,3.7,96.2,Linear,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,1CDS_A,3.2,88.8,Linear,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,NP_001265043.1,15.39,16.3,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,NP_001455.3,17.52,30.9,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,8SXP_H,2.0,92.6,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,8SXP_L,1.99,100.0,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,4V1D_E,18.99,4.7,Mixed,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,4V1D_D,9.67,38.8,Linear,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,4V1D_B,10.8,61.6,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,4V1D_A,9.16,53.1,Mixed,CDR-H3,Drysdalia coronoides
F8RKW1.1,Snake Venom Metalloproteinase,1CDR_A,11.87,26.3,Mixed,Multiple CDRs,Drysdalia coronoides
P0DL29.1,Snake Venom Metalloproteinase,9MII_L,7.88,76.9,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9MIB_R,15.03,25.7,Linear,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9MI0_H,7.29,42.7,Linear,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9CU6_D,11.14,51.7,Mixed,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9CU5_F,2.6,81.6,Conformational,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9CLP_L,14.53,15.0,Linear,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9CLP_H,3.63,88.5,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,9CLP_C,93.54,0.0,Linear,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,NP_000602.1,2.27,82.3,Mixed,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,NP_001265042.1,14.06,12.2,Mixed,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,P13987.1,14.5,34.6,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,NP_001424713.1,17.15,33.4,Mixed,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,Q9HCN6.4,4.34,74.1,Mixed,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,P00740.2,4.37,87.0,Linear,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,1CDQ_A,17.24,17.6,Conformational,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,6ION_A,10.76,34.1,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,6IOM_B,7.74,60.8,Mixed,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,6IOM_A,10.93,43.1,Linear,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,1CDS_A,15.51,32.3,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,NP_001265043.1,3.78,79.2,Mixed,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,NP_001455.3,12.41,49.6,Linear,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,8SXP_H,34.66,0.0,Linear,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,8SXP_L,4.76,94.0,Conformational,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,4V1D_E,10.22,57.1,Conformational,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,4V1D_D,10.68,29.7,Mixed,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,4V1D_B,4.87,70.5,Conformational,Multiple CDRs,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,4V1D_A,8.66,66.1,Linear,CDR-H3,Bothrops pirajai
P0DL29.1,Snake Venom Metalloproteinase,1CDR_A,3.66,70.8,Conformational,CDR-H3,Bothrops pirajai
ABD34834.1,Disintegrin,9CU6_J,2.28,100.0,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,9CU5_K,10.16,62.2,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,9CU5_J,9.19,63.4,Conformational,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,8U9Y_N,5.41,62.8,Conformational,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,9CLP_L,18.32,8.0,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,9CLP_H,8.4,54.5,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,9CLP_C,1.42,98.2,Linear,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,NP_000602.1,7.34,69.4,Linear,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,NP_001265042.1,3.74,83.3,Linear,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,P13987.1,10.6,33.0,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,NP_001424713.1,22.44,0.0,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,Q9HCN6.4,2.45,99.4,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,P00740.2,5.53,63.3,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,1CDQ_A,9.17,65.9,Linear,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,6ION_A,3.75,77.5,Mixed,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,6IOM_B,8.04,51.5,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,6IOM_A,8.24,48.4,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,1CDS_A,22.85,0.0,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,NP_001265043.1,12.86,13.7,Linear,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,NP_001455.3,32.58,0.0,Mixed,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,8SXP_H,1.93,84.0,Linear,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,8SXP_L,25.07,0.0,Linear,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,4V1D_E,4.67,84.1,Conformational,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,4V1D_D,7.89,67.5,Linear,CDR-H3,Bothrops jararaca
ABD34834.1,Disintegrin,4V1D_B,0.16,92.6,Conformational,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,4V1D_A,7.53,46.7,Mixed,Multiple CDRs,Bothrops jararaca
ABD34834.1,Disintegrin,1CDR_A,15.02,21.1,Mixed,Multiple CDRs,Bothrops jararaca
Q90ZI3.1,Snake Venom Metalloproteinase,9MIB_L,12.11,51.7,Linear,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,9CU6_F,3.02,95.6,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,8U9Y_N,11.08,46.8,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,9CLP_L,6.31,45.1,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,9CLP_L,14.73,19.3,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,9CLP_H,3.81,67.9,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,9CLP_C,16.46,12.3,Conformational,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,NP_000602.1,29.4,0.0,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,NP_001265042.1,14.94,11.8,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,P13987.1,8.34,65.2,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,NP_001424713.1,1.04,85.2,Mixed,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,Q9HCN6.4,5.03,99.7,Conformational,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,P00740.2,3.79,84.6,Conformational,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,1CDQ_A,10.08,44.8,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,6ION_A,6.44,61.5,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,6IOM_B,5.08,93.2,Conformational,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,6IOM_A,10.17,59.3,Linear,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,1CDS_A,4.52,66.9,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,NP_001265043.1,13.05,31.3,Linear,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,NP_001455.3,2.69,100.0,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,8SXP_H,3.65,73.1,Mixed,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,8SXP_L,1.55,72.1,Mixed,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,4V1D_E,10.41,44.6,Conformational,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,4V1D_D,10.09,53.3,Linear,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,4V1D_B,3.32,81.6,Mixed,Multiple CDRs,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,4V1D_A,5.37,70.4,Conformational,CDR-H3,Protobothrops flavoviridis
Q90ZI3.1,Snake Venom Metalloproteinase,1CDR_A,36.16,0.0,Linear,CDR-H3,Protobothrops flavoviridis
ABD34835.1,Disintegrin,9MIB_K,1.16,96.9,Conformational,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,9MIB_H,3.43,71.3,Conformational,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,9MI0_L,4.63,74.0,Linear,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,9MI0_H,4.71,47.9,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,9CU6_G,6.88,54.2,Linear,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,9CLP_L,5.04,74.2,Mixed,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,9CLP_H,7.87,53.8,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,9CLP_C,17.02,5.7,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,NP_000602.1,3.8,79.6,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,NP_001265042.1,14.23,21.1,Linear,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,P13987.1,3.76,86.5,Conformational,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,NP_001424713.1,6.61,57.6,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,Q9HCN6.4,8.64,56.6,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,P00740.2,6.71,59.2,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,1CDQ_A,10.72,35.5,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,6ION_A,14.0,21.7,Conformational,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,6IOM_B,69.4,0.0,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,6IOM_A,9.36,54.1,Mixed,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,1CDS_A,13.83,45.1,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,NP_001265043.1,9.88,54.9,Conformational,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,NP_001455.3,40.96,0.0,Conformational,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,8SXP_H,60.73,0.0,Conformational,CDR-H3,Bothrops jararaca
ABD34835.1,Disintegrin,8SXP_L,6.46,61.5,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,4V1D_E,3.38,79.7,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,4V1D_D,1.98,87.5,Linear,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,4V1D_B,2.98,97.7,Mixed,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,4V1D_A,11.21,35.2,Conformational,Multiple CDRs,Bothrops jararaca
ABD34835.1,Disintegrin,1CDR_A,5.98,72.5,Linear,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9MIA_N,3.3,73.7,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9MIA_L,9.77,56.8,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9MI0_H,4.43,78.9,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9CU6_J,7.63,38.6,Linear,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9CU6_F,11.3,45.8,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9CLP_L,14.23,25.0,Linear,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9CLP_H,15.54,15.1,Conformational,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,9CLP_C,12.64,46.5,Linear,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,NP_000602.1,8.87,63.3,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,NP_001265042.1,3.7,85.3,Linear,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,P13987.1,37.77,0.0,Conformational,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,NP_001424713.1,2.31,87.7,Mixed,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,Q9HCN6.4,21.14,0.0,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,P00740.2,3.06,80.8,Linear,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,1CDQ_A,16.15,7.0,Conformational,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,6ION_A,34.8,0.0,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,6IOM_B,0.27,87.0,Linear,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,6IOM_A,4.94,92.0,Mixed,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,1CDS_A,34.01,0.0,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,NP_001265043.1,6.88,72.8,Mixed,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,NP_001455.3,11.49,22.2,Linear,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,8SXP_H,2.14,83.3,Mixed,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,8SXP_L,7.21,53.2,Conformational,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,4V1D_E,3.89,77.3,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,4V1D_D,8.93,58.7,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,4V1D_B,9.36,51.8,Mixed,CDR-H3,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,4V1D_A,24.45,0.0,Conformational,Multiple CDRs,Bothrops jararaca
Q0NZX6.1,Snake Venom Metalloproteinase,1CDR_A,6.82,59.2,Conformational,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9MII_L,4.21,100.0,Linear,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9MIB_L,54.45,0.0,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9MIA_P,4.01,87.8,Mixed,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9CU6_J,18.72,22.7,Linear,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9CU6_F,2.0,100.0,Conformational,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9CLP_L,34.38,0.0,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9CLP_H,23.97,0.0,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,9CLP_C,5.54,74.1,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,NP_000602.1,7.73,68.4,Mixed,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,P13987.1,7.06,54.2,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,Q9HCN6.4,19.2,16.7,Conformational,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,P00740.2,7.6,48.6,Mixed,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,1CDQ_A,3.64,92.7,Linear,Multiple CDRs,Bothrops jararaca
KAG5858194.1,Phospholipase A2,6ION_A,12.09,52.0,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,6IOM_B,9.11,61.4,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,6IOM_A,2.23,85.2,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,1CDS_A,3.79,71.5,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,8SXP_H,4.84,83.8,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,8SXP_L,9.24,56.9,Mixed,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,4V1D_E,1.24,74.7,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,4V1D_D,2.3,98.3,Linear,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,4V1D_B,11.0,53.6,Conformational,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,4V1D_A,20.92,0.0,Mixed,CDR-H3,Bothrops jararaca
KAG5858194.1,Phospholipase A2,1CDR_A,6.53,70.0,Conformational,CDR-H3,Bothrops jararaca
XP_034288380.1,Cysteine-Rich Secretory Protein,9MIA_R,11.45,39.1,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9MI0_H,4.82,68.6,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9CU6_J,9.25,53.8,Linear,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9CU5_E,12.95,43.4,Mixed,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,8TO9_Z,5.62,85.4,Conformational,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9CLP_L,11.74,48.0,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9CLP_H,5.61,74.9,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,9CLP_C,2.14,100.0,Mixed,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,NP_000602.1,1.54,100.0,Conformational,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,P13987.1,11.13,51.6,Linear,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,11.01,50.0,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,P00740.2,2.76,100.0,Linear,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,1CDQ_A,2.18,78.2,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,6ION_A,17.42,29.2,Linear,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,6IOM_B,5.3,66.6,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,6IOM_A,16.56,27.6,Mixed,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,1CDS_A,9.96,52.6,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,8SXP_H,20.5,0.0,Conformational,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,8SXP_L,3.65,65.5,Conformational,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,4V1D_E,18.73,18.4,Linear,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,4V1D_D,1.18,100.0,Conformational,CDR-H3,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,4V1D_B,31.47,0.0,Linear,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,4V1D_A,1.77,95.5,Conformational,Multiple CDRs,Pantherophis guttatus
XP_034288380.1,Cysteine-Rich Secretory Protein,1CDR_A,33.34,0.0,Mixed,Multiple CDRs,Pantherophis guttatus
Q2PQJ3.1,Snake Venom Serine Protease,9MI0_K,2.95,94.4,Linear,CDR-H3,Bothrops jararacussu
